CustomerSeason,Product.Group,Item.Family,Category.Group,Product.Category,Gender,Fabrication,Shell.Fabric,Product.COO,Shell.Fabric.Unit.Cost,Shell.YY,Fabric.Cost,Trim.Cost,Artwork.Cost,Wash.Cost,CM.Cost,Other.Cost
SU15,,,,,Women,,"CVC 60/40 Varigated Rib, 220g/m2",,90.51,9.933,42.81123,6.93,0,0,23.52,0
SU15,,,,,Women,,"100cotton 1x1 Rib, 200g/m2
(2way all over print)",,92.4,12.411,54.6084,6.93,0,0,21.84,0
SU15,,,,,Women,,"100cotton 1x1 Rib, 200g/m2",,124.95,15.603,92.83785,6.93,0,0,21.84,0
SU15,,,,,Women,,"CVC 60/40 Varigated Rib, 200g/m2",,69.51,11.004,36.42324,9.03,0,0,21.63,0
SU15,,,,,Women,,"CVC 60/40 Varigated Rib, 200g/m2
(WEIGHT DOWN OPTION, 220GSM TO 200GSM)",,85.47,13.44,54.7008,9.03,0,0,18.06,2.1
SU15,,,,,Women,,"FABRIC COST OPTION
100% COTTON 180GSM JSY",,80.85,12.453,47.94405,8.4,0,0,17.01,29.4
SU15,,,,,Women,,"95/5 cotton/sapn JSY, 180/m2
(Same as CB240009 qualtiy)",,83.37,11.991,47.60427,7.35,0,0,30.45,0
SU15,,,,,Women,,"95/5 cotton/sapn JSY, 180/m2
(Same as CB240009 qualtiy)",,83.37,13.356,53.02332,7.35,0,0,26.25,0
SU15,,,,,Women,,"95/5 cotton/sapn JSY, 180/m2
(Same as CB240009 qualtiy)",,83.37,16.128,64.02816,7.35,0,0,29.4,0
SU15,,,,,Women,,"Body: 100 Cotton 1x1 rib, 220g/m2",,62.37,12.915,38.35755,11.088,0,0,52.5,3.78
SU15,,,,,Women,,"Body: 100 Cotton 1x1 rib, 220g/m2",,62.37,18.438,54.76086,12.6,0,0,55.65,4.62
SU15,,,,,Women,,"100cotton Interlock, 190g/m2",,74.55,11.046,39.2133,7.35,0,0,21,63
SU15,,,,,Women,,"100cotton Interlock, 210g/m2",,74.55,11.046,39.2133,7.35,0,0,21,39.9
SU15,,,,,Women,,"100cotton Interlock, 190g/m2",,83.16,11.928,47.23488,7.35,0,0,22.05,24.57
SU15,,,,,Women,,"Body: 95/5 cotton/sapn JSY, 180/m2",,94.08,9.933,44.49984,8.19,0,0,27.3,10.71
SU15,,,,,Women,,"Body: 91/9 nylon/sapn JSY, 230/m2",,106.05,14.658,74.0229,8.19,0,0,28.56,10.71
SU15,,,,,Women,,"Body: 95/5 cotton/sapn JSY, 180/m2",,94.08,12.243,54.84864,8.4,0,0,27.3,11.13
SU15,,,,,Women,,"100% CTTN 1X1 RIB,200G/M2",,93.03,12.642,56.00406,10.29,0,0,28.98,2.94
SU15,,,,,Women,,"100% CTTN 1X1 RIB,200G/M2",,76.65,14.322,52.2753,10.29,0,0,30.45,2.94
SU15,,,,,Women,,"96/4 Cotton/span Baby Pique, 220g/m2",,102.48,13.797,67.32936,9.03,0,0,26.25,0
SU15,,,,,Women,,"100% CTTN 1X1 RIB,200G/M2",,93.03,11.676,51.72468,8.19,0,0,28.98,2.94
SU15,,,,,Women,,"Body: 96/4 cotton/sapn JSY, 180g/m2
trim: 100 cotton popolin 50's",,111.72,9.702,51.61464,8.61,0,0,22.05,3.78
SU15,,,,,Women,,"Body: 96/4 cotton/sapn JSY, 200g/m2(BUMP UP)
trim: 100 cotton popolin 50's",,72.03,8.883,30.46869,9.03,0,0,23.1,3.78
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 Rayon/Span Jersey Print 200g/m2, 66/68""",INDONESIA,80.43,14.49,55.4967,7.35,0,0,16.8,3.15
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 Rayon/Span Jersey Print 200g/m2, 66/68""",INDONESIA,80.43,11.928,45.68424,9.45,0,0,23.73,3.15
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 Rayon/Span Jersey Print 200g/m2, 66/68""",INDONESIA,80.43,13.461,51.55563,9.45,0,0,23.73,3.15
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,BODY : RAYON/SPAN 95/5 200GSM JSY,PHILIPPINES,63.21,16.863,50.75763,10.5,0,0,28.35,0
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,BODY : RAYON/SPAN 95/5 200GSM JSY,PHILIPPINES,63.294,22.8144,68.7626016,10.5,0,0,30.534,-3.36
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"POLY/RAYON  BOUT OUT JSY
 T/R 82/18 100GSM",INDONESIA,102.69,10.983,53.70687,5.25,0,0,23.1,8.61
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"POLY/RAYON  BOUT OUT JSY
 T/R 75/25 110GSM FOR WC53K024RP
 T/R 70/30 110GSM FOR WC53K024RR",INDONESIA,104.16,10.983,54.47568,5.25,0,0,23.1,8.169
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"POLY/RAYON  BOUT OUT JSY
 T/R 75/25 110GSM FOR WC53K024RP
 T/R 70/30 110GSM FOR WC53K024RR",INDONESIA,104.16,10.983,54.47568,5.25,0,0,23.1,8.169
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"POLY/RAYON  BOUT OUT JSY
(WEIGHT & CONTENT TO BE UP-DATE)",INDONESIA,102.69,9.492,46.41588,5.25,0,0,23.1,11.13
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"POLY/RAYON  BOUT OUT JSY
(WEIGHT & CONTENT TO BE UP-DATE)",INDONESIA,104.16,9.492,47.08032,5.25,0,0,23.1,11.13
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"POLY/RAYON  BOUT OUT JSY
(WEIGHT & CONTENT TO BE UP-DATE)",INDONESIA,104.16,9.492,47.08032,5.25,0,0,23.1,11.13
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"BODY: 60/40 CTTN/MODAL JERSEY,180G/M2",GUATEMALA,108.78,15.12,78.3216,10.5,0,0,28.77,0
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"60/40 CTTN/POLY JACQUARD STR,170G/M2
(BUMP  UP)",GUATEMALA,91.98,14.595,63.9261,10.5,0,0,28.77,0
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"BODY : 100%  COTTON 270GSM FOR BODY
REFER# HS-QA-FA15-CTTN PQ-270G-0033-1222",INDONESIA,84.63,22.491,90.63873,14.7,0,0,36.75,-3.57
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"BODY : 100%  COTTON 270GSM FOR BODY
REFER# HS-QA-FA15-CTTN PQ-270G-0033-1222",INDONESIA,84.63,20.664,83.27592,14.7,0,0,36.75,2.1
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"BODY : 100%  COTTON 270GSM FOR BODY
REFER# HS-QA-FA15-CTTN PQ-270G-0033-1222",INDONESIA,84.63,35.112,141.50136,14.91,0,0,25.2,-20.79
FA15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"BODY : 54/46 CTTN/POLY FLATBACK RIB, 250G/M2
(BEFORE WASH)",GUATEMALA,58.275,22.47,62.35425,14.7,0,0,23.1,0.21
FA15,,,,,Women,,"BODY : 54/46 CTTN/POLY FLATBACK RIB, 250G/M2
(BEFORE WASH)",,77.91,27.3,101.283,14.91,0,0,25.2,0.42
HO15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,100 CTTN 1x1 rib 200 gm2 ,NICARAGUA,64.05,14.91,45.4755,10.08,0,0,31.5,0
HO15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"60/40 CVC 1x1 rib 200 gm2 
(engineer stripe- as origianl artwork)",NICARAGUA,103.53,17.85,88.0005,10.08,0,0,32.55,0
HO15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"96/4 Cotton/Spandex 220g/m2 Baby Pique
(engineer stripe- as origianl artwork)",INDONESIA,111.93,18.9,100.737,19.74,0,0,28.35,0.63
HO15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"96/4 Cotton/Spandex 220g/m2 Baby Pique
(clear solid)",INDONESIA,67.2,14.7,47.04,19.74,0,0,28.35,0
HO15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"96/4 Cotton/Spandex 220g/m2 Baby Pique
(REACTIVE PRT)",INDONESIA,83.58,16.59,66.0282,19.74,0,0,27.3,0.63
HO15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"Fabrication - 100% Ctn Interlock 210g/m2(for White)
 with Embellished",INDONESIA,83.37,12.6,50.022,8.4,0,0,23.1,60.9
HO15,,,,,Women,,"60/40 cvc varigatied rib, 200g/m2 
60/40 cvc varigatied rib, 220g/m2(for new white) 
(celar solid)",,69.51,14.28,47.2668,9.24,0,0,25.2,-1.554
HO15,,,,,Women,,"100% cotton 1x1 rib, 200g/m2
(reactive prints)",,91.77,13.44,58.7328,9.24,0,0,25.2,-9.24
HO15,,,,,Women,,"60/40 CVC 1x1 rib, 200g/m2
(stripes)",,103.53,16.17,79.7181,9.24,0,0,26.25,-7.665
HO15,,,,,Women,,"95/5 Rayon/Span Jersey Print 200g/m2, 66/68""",,80.43,23.1,88.473,7.35,0,0,21,3.15
HO15,,,,,Women,,"95/5 Rayon/Span Jersey Print 200g/m2, 66/68""
(printed stripe)",,80.43,28.35,108.5805,7.35,0,0,21,3.15
HO15,,,,,Women,,"57/38/5 cotton/modal/span French terry, 240 gm2, 
(NO WASHED)",,103.95,21.714,107.4843,8.61,0,0,23.1,0.42
HO15,,,,,Women,,100 CTTN 1x1 rib 220 gm2 ,,64.05,13.23,40.3515,10.5,0,0,17.85,-1.05
HO15,,,,,Women,,"60/40 CVC 1x1 rib 200 gm2 
(y/dyed a-stripe)",,103.53,17.22,84.8946,10.5,0,0,18.9,-7.35
HO15,,,,,Women,,"100% cotton 1x1 rib 200 gm2 
(print)",,94.5,12.6,56.7,10.08,0,0,17.85,-2.73
HO15,,,,,Women,,"100% cotton 1x1 rib 200 gm2 
(print)",,94.5,12.243,55.0935,10.5,0,0,17.85,-2.73
HO15,,,,,Women,,"60/40 CVC 1x1 rib 200 gm2 
(y/dyed a-stripe)",,103.53,16.905,83.34165,10.5,0,0,18.9,-7.35
HO15,,,,,Women,,COTTON/POLY  75/25 77/23 235GSM  DIAMOND JQD,,100.38,26.355,125.9769,8.4,0,0,36.75,0
HO15,,,,,Women,,COTTON/POLY  53/47 55/45 235GSM F/TERRY,,103.53,20.076,98.97468,7.98,0,0,28.35,-0.84
HO15,,,,,Women,,COTTON/POLY  53/47 55/45 235GSM F/TERRY,,103.53,19.404,95.66172,7.98,0,0,28.35,-0.84
HO15,,,,,Women,,COTTON/POLY 53/47 55/45 235GSM F/TERRY,,103.53,24.696,121.75128,8.19,0,0,29.4,-0.42
HO15,,,,,Women,,"96/4 CTTN/SPAN OXFORD PIQUE,240G/M2",,80.43,16.8,64.344,13.23,0,0,27.3,0
HO15,,,,,Women,,"96/4 CTTN/SPAN OXFORD PIQUE,240G/M2",,80.43,16.38,62.7354,13.23,0,0,27.3,0
HO15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 Rayon/Spandex Jersey 200g/m2
(with 2way all over reactive print)",INDONESIA,80.43,17.262,66.11346,10.71,0,0,25.2,0
Apr-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.47,0,0,27.3,0
Apr-15,,,,,Women,,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",,48.3,22.47,51.66,1.47,0,0,27.3,0
Apr-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",VIETNAM,38.85,22.47,52.29,17.85,0,0,27.3,0
Apr-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"59/41 POLY/RAYON JACQUARD - 151G/M2 (14-21031), 52/54""",VIETNAM,44.1,24.99,52.5,17.85,0,0,27.3,0
Apr-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,LUXE ITY 95%POLY/5%SPANDEX 210G/M2,PHILIPPINES,48.3,25.62,59.01,16.8,0,0,42,8.4
Apr-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,LUXE ITY 95%POLY/5%SPANDEX 210G/M2,PHILIPPINES,48.3,25.62,59.01,16.8,0,0,42,8.4
Apr-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,#SL14-51994 94/6 POLY/ SPX 211G/M2,PHILIPPINES,58.8,25.41,89.88,16.8,0,0,37.8,0
Apr-15,,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 RAYON/SPAN JERSEY 200G/M2, 58/60""",PHILIPPINES,35.7,21.21,36.12,16.8,0,0,25.2,0
Apr-15,,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 RAYON/SPAN JERSEY 200G/M2, 58/60""",PHILIPPINES,55.65,26.88,85.05,16.8,0,0,44.1,0
May-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
May-15,,,,,Women,,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",,48.3,22.47,51.66,1.68,0,0,27.3,0
May-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",VIETNAM,38.85,22.47,52.29,17.85,0,0,27.3,0
May-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,LUXE ITY 95%POLY/5%SPANDEX 210G/M2 ,PHILIPPINES,46.2,27.3,59.01,16.8,0,0,42,8.4
May-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,LUXE ITY 95%POLY/5%SPANDEX 210G/M2 ,PHILIPPINES,46.2,27.3,59.01,16.8,0,0,42,8.4
May-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,#SL14-51994 94/6 POLY/ SPX 211G/M2,PHILIPPINES,73.5,25.41,107.73,16.8,0,0,37.8,0
May-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 RAYON/SPAN JERSEY 200G/M2, 58/60""",VIETNAM,50.4,30.45,73.08,16.8,0,0,37.8,0
May-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 RAYON/SPAN JERSEY 200G/M2, 58/60""",VIETNAM,50.4,30.45,73.08,16.8,0,0,37.8,0
Jun-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Jun-15,,,,,Women,,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",,48.3,22.47,51.66,1.68,0,0,27.3,0
Jun-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",VIETNAM,38.85,22.47,52.29,17.85,0,0,27.3,0
Jun-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,LUXE ITY 95%POLY/5%SPANDEX 210G/M2 ,PHILIPPINES,48.3,25.62,59.01,16.8,0,0,42,8.4
Jun-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,LUXE ITY 95%POLY/5%SPANDEX 210G/M2 ,PHILIPPINES,48.3,25.62,59.01,16.8,0,0,42,8.4
Jul-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Jul-15,,,,,Women,,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",,48.3,22.47,51.66,1.68,0,0,27.3,0
Jul-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",VIETNAM,38.85,22.47,52.29,17.85,0,0,27.3,0
Jul-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,LUXE ITY 95%POLY/5%SPANDEX 210G/M2 ,PHILIPPINES,48.3,25.62,59.01,16.8,0,0,42,8.4
Jul-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,LUXE ITY 95%POLY/5%SPANDEX 210G/M2 ,PHILIPPINES,48.3,25.62,59.01,16.8,0,0,42,8.4
Jul-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 RAYON/SPAN JERSEY 200G/M2, 58/60""",PHILIPPINES,53.55,25.62,94.29,16.8,0,0,37.8,0
Jul-15,,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 RAYON/SPAN JERSEY 200G/M2, 58/60""",VIETNAM,53.55,27.72,70.77,16.8,0,0,33.6,0
Aug-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Aug-15,,,,,Women,,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",,48.3,22.47,51.66,1.68,0,0,27.3,0
Aug-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",VIETNAM,38.85,22.47,52.29,17.85,0,0,27.3,0
Aug-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,92/8 POLY/SPAN JQD 225G/M2,VIETNAM,73.5,23.94,83.79,14.7,0,0,29.4,0
Aug-15,,,,,Women,,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""",,48.3,30.45,70.14,16.8,0,0,48.3,3.78
Aug-15,,,,,Women,,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""",,48.3,30.45,70.14,16.8,0,0,48.3,3.78
Sep-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Sep-15,,,,,Women,,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",,48.3,22.47,51.66,1.68,0,0,27.3,0
Sep-15,,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",VIETNAM,38.85,22.47,52.29,17.85,0,0,27.3,0
Sep-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,92/8 POLY/SPAN JQD 225G/M2,VIETNAM,73.5,23.94,83.79,14.7,0,0,29.4,0
Sep-15,,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""",PHILIPPINES,48.3,30.45,70.14,16.8,0,0,48.3,3.78
Sep-15,,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""",PHILIPPINES,48.3,30.45,70.14,16.8,0,0,48.3,3.78
Sep-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""
100% POLYESTER INTERLINING 90G/M2",PHILIPPINES,45.57,19.95,65.73,14.7,0,0,34.65,0
Sep-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""
100% POLYESTER INTERLINING 90G/M2",PHILIPPINES,45.57,19.95,65.73,14.7,0,0,34.65,0
Sep-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""",PHILIPPINES,48.3,27.51,63.21,16.8,0,0,37.8,21
Oct-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Oct-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Oct-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,38.85,22.47,52.29,17.85,0,0,27.3,0
Oct-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""
100% POLYESTER INTERLINING 90G/M2",PHILIPPINES,45.57,19.95,65.73,14.7,0,0,34.65,0
Oct-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""
100% POLYESTER INTERLINING 90G/M2",PHILIPPINES,45.57,19.95,65.73,14.7,0,0,34.65,0
Oct-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 RAYON/SPAN JERSEY 200G/M2, 58/60""",PHILIPPINES,53.55,27.51,70.14,16.8,0,0,33.6,0
Nov-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Nov-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Nov-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,38.85,22.47,52.29,17.85,0,0,27.3,0
Nov-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""
100% POLYESTER INTERLINING 90G/M2",PHILIPPINES,45.57,19.95,65.73,14.7,0,0,34.65,0
Nov-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""
100% POLYESTER INTERLINING 90G/M2",PHILIPPINES,45.57,19.95,65.73,14.7,0,0,34.65,0
Nov-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 RAYON/SPAN JERSEY 200G/M2, 58/60""",PHILIPPINES,53.55,27.51,70.14,16.8,0,0,33.6,0
Dec-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Dec-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Dec-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,38.85,22.47,52.29,17.85,0,0,27.3,0
Dec-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,LUXE ITY 95%POLY/5%SPANDEX 210G/M2 ,PHILIPPINES,48.3,24.15,55.65,4.2,0,0,27.3,0
Jan-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,LUXE ITY 95%POLY/5%SPANDEX 210G/M2 ,PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Jan-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,100% POLYESTER INTERLINING 115G/M2 FOR WHITE,PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Jan-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,38.85,22.47,52.29,17.85,0,0,27.3,0
Jan-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""
100% POLYESTER INTERLINING 90G/M2",PHILIPPINES,45.57,19.95,65.73,14.7,0,0,34.65,0
Jan-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 POLY/SPAN LUXE ITY 210G/M2, 58/60""
100% POLYESTER INTERLINING 90G/M2",PHILIPPINES,45.57,19.95,65.73,14.7,0,0,34.65,0
Feb-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Feb-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Feb-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,38.85,22.47,52.29,17.85,0,0,27.3,0
Feb-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,92/8 POLY/SPAN WAVE JQD 195G/M2 #13794,VIETNAM,78.75,27.72,103.95,14.49,0,0,32.55,0
Mar-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Mar-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,48.3,22.47,51.66,1.68,0,0,27.3,0
Mar-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"LUXE ITY 95%POLY/5%SPANDEX 210G/M2 
100% POLYESTER INTERLINING 115G/M2 FOR WHITE",PHILIPPINES,38.85,22.47,52.29,17.85,0,0,27.3,0
Mar-15,KNIT,Apparel,Tops,T-Shirt,Women,KNIT,"95/5 RAYON/SPAN JERSEY 200G/M2, 58/60""",PHILIPPINES,46.2,21.21,46.62,16.8,0,0,25.2,0
